0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 280, 1, 133, 0, 0, 4, 745, 0, 14052, 2, 7062, 0, 0, 17, 3956, 0, 77317, 38, 38598, 0, 0, 3, 2958, 0, 54612, 23, 27308, 0, 0, 0, 113, 0, 2101, 1, 1047, 0, 0, 0, 0, 0, 0, 0, 1, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 1727, 83, 0, 0, 0, 0, 0, 0, 43, 123538, 5103, 0, 0, 0, 0, 0, 0, 7073, 276003, 942, 0, 0, 0, 0, 0, 0, 6661, 84175, 84, 0, 0, 0, 0, 0, 0, 578, 6669, 8, 0, 0, 0, 0, 0, 0, 104, 1292, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 20326, 1162, 0, 0, 0, 0, 0, 0, 1536, 96759, 639, 0, 0, 0, 0, 0, 0, 2295, 67615, 207, 0, 0, 0, 0, 0, 0, 907, 16409, 13, 0, 0, 0, 0, 0, 0, 229, 2359, 1, 0, 0, 0, 0, 0, 0, 94, 121, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10319, 1036, 0, 0, 0, 0, 0, 0, 444, 108615, 1186, 0, 0, 0, 0, 0, 0, 4280, 70945, 121, 0, 0, 0, 0, 0, 0, 972, 10560, 25, 0, 0, 0, 0, 0, 0, 222, 1872, 0, 0, 0, 0, 0, 0, 0, 32, 52, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 2273, 140, 0, 0, 0, 0, 0, 0, 89, 225786, 11192, 0, 0, 0, 0, 0, 0, 13529, 653073, 2261, 0, 0, 0, 0, 0, 0, 15817, 185048, 525, 0, 0, 0, 0, 0, 0, 1661, 43018, 283, 0, 0, 0, 0, 0, 0, 942, 19332, 31, 0, 0, 0, 0, 0, 0, 386, 9446, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 1295, 198, 0, 0, 0, 0, 0, 0, 44, 60747, 2614, 0, 0, 0, 0, 0, 0, 3253, 192155, 1304, 0, 0, 0, 0, 0, 0, 4671, 82546, 417, 0, 0, 0, 0, 0, 0, 1742, 26228, 46, 0, 0, 0, 0, 0, 0, 367, 2906, 13, 0, 0, 0, 0, 0, 0, 91, 1287, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3831, 473, 0, 0, 0, 0, 0, 0, 290, 46805, 412, 0, 0, 0, 0, 0, 0, 1521, 29881, 35, 0, 0, 0, 0, 0, 0, 418, 2339, 2, 0, 0, 0, 0, 0, 0, 26, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 736, 302, 0, 0, 0, 0, 0, 0, 67, 74757, 978, 0, 0, 0, 0, 0, 0, 2297, 63433, 161, 0, 0, 0, 0, 0, 0, 1528, 11760, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 40, 0, 0, 0, 0, 0, 0, 12, 7550, 457, 0, 0, 0, 0, 0, 0, 280, 26125, 132, 0, 0, 0, 0, 0, 0, 947, 9053, 29, 0, 0, 0, 0, 0, 0, 152, 2017, 6, 0, 0, 0, 0, 0, 0, 46, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1691, 198, 0, 0, 0, 0, 0, 0, 77, 23917, 746, 0, 0, 0, 0, 0, 0, 1017, 43832, 160, 0, 0, 0, 0, 0, 0, 1293, 11833, 8, 0, 0, 0, 0, 0, 0, 94, 902, 2, 0, 0, 0, 0, 0, 0, 13, 62, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 794, 66, 0, 0, 0, 0, 0, 0, 30, 33051, 2993, 0, 0, 0, 0, 0, 0, 1687, 255705, 3961, 0, 0, 0, 0, 0, 0, 9132, 264853, 1224, 0, 0, 0, 0, 0, 0, 5701, 73494, 324, 0, 0, 0, 0, 0, 0, 1688, 33650, 24, 0, 0, 0, 0, 0, 0, 503, 3344, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 1070, 154, 0, 0, 0, 0, 0, 0, 41, 110475, 3171, 0, 0, 0, 0, 0, 0, 5956, 233090, 193, 0, 0, 0, 0, 0, 0, 1830, 22971, 50, 0, 0, 0, 0, 0, 0, 384, 2539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1141, 138, 0, 0, 0, 0, 0, 0, 36, 29952, 1978, 0, 0, 0, 0, 0, 0, 1414, 148808, 1668, 0, 0, 0, 0, 0, 0, 5038, 179866, 125, 0, 0, 0, 0, 0, 0, 2072, 8431, 4, 0, 0, 0, 0, 0, 0, 102, 1151, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 17, 0, 0, 0, 0, 0, 0, 4, 7150, 347, 0, 0, 0, 0, 0, 0, 380, 28059, 93, 0, 0, 0, 0, 0, 0, 674, 6443, 15, 0, 0, 0, 0, 0, 0, 45, 1440, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0 
0, 4, 0, 0, 0, 0, 0, 0, 1, 28831, 1130, 0, 0, 0, 0, 0, 0, 1373, 119858, 749, 0, 0, 0, 0, 0, 0, 2637, 42196, 107, 0, 0, 0, 0, 0, 0, 640, 8486, 35, 0, 0, 0, 0, 0, 0, 204, 3580, 9, 0, 0, 0, 0, 0, 0, 88, 751, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 68, 0, 0, 0, 0, 0, 0, 13, 11629, 732, 0, 0, 0, 0, 0, 0, 570, 40940, 106, 0, 0, 0, 0, 0, 0, 1321, 8099, 3, 0, 0, 0, 0, 0, 0, 39, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 7, 0, 0, 0, 0, 0, 0, 2, 38891, 2688, 0, 0, 0, 0, 0, 0, 2811, 371253, 895, 0, 0, 0, 0, 0, 0, 7572, 86949, 17, 0, 0, 0, 0, 0, 0, 175, 2556, 0, 0, 0, 0, 0, 0, 0, 34, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
